id,limnsw(cm)
0,49.6943
1,47.9378
2,304.4189
3,190.9626
4,106.5232
5,120.3214
6,230.6108
7,143.0200
8,93.7207
9,55.9668
10,125.9471
11,19.0073
12,177.9078
13,120.6205
14,108.7713
15,49.1045
16,196.4249
17,33.8930
18,78.8745
19,79.8311
20,98.3442
22,43.8016
23,30.6190
24,239.3666
25,205.5218
26,41.8892
27,145.4662
28,137.3862
29,143.9619
30,129.7453
31,89.4483
32,209.4071
33,144.1202
35,189.6925
36,105.3257
37,276.1440
38,139.1269
39,251.5644
40,195.6278
41,65.0099
42,47.7036
43,207.2050
44,186.8326
45,129.7151
46,138.7433
49,201.2656
50,225.6712
51,78.6834
52,72.3673
53,177.2108
55,72.3483
56,239.5950
57,207.6251
58,221.5500
59,92.8201
60,49.8032
61,258.6519
62,186.5866
63,70.6563
64,139.1435
65,220.2543
66,49.8638
67,89.7621
68,54.0896
70,238.8593
71,28.9388
72,308.0854
73,23.3345
74,107.9501
75,213.7870
76,152.1537
77,227.3750
78,140.6710
79,99.3772
80,221.4672
81,48.9847
82,92.7976
83,132.5553
84,169.9764
85,74.3222
86,44.2675
87,297.4235
88,66.6146
89,81.9568
90,213.1435
91,101.5273
92,201.9246
93,128.1420
94,276.3585
95,223.3998
96,16.4188
97,212.0366
98,109.2342
99,23.3867
100,70.0576
101,170.3879
102,143.9055
103,60.1588
104,233.1191
105,147.7935
106,56.5134
107,94.5951
108,69.4058
109,85.5215
110,88.2625
111,147.4590
112,200.9829
114,107.2621
115,272.2508
116,79.3028
117,256.8712
118,120.2464
119,54.8841
120,106.0996
121,201.8040
122,160.1416
123,117.9163
124,140.3900
125,153.5684
126,158.9333
127,77.1800
128,158.7772
129,141.9987
130,62.3622
131,31.8401
132,79.0997
133,104.5709
134,132.6237
135,85.0385
137,171.4211
138,298.7014
139,237.8981
140,49.7994
141,134.2716
142,47.0923
143,36.3865
144,91.7625
145,105.5939
146,241.0336
147,69.7874
148,98.2716
149,44.2371
150,85.9166
151,294.3667
152,193.0482
153,281.2424
154,109.1265
155,286.2445
156,181.1228
157,244.1705
158,129.2200
159,193.6144
160,111.7219
161,135.7113
162,180.3823
163,240.6070
164,97.9605
165,150.3985
166,190.0618
167,142.5459
168,54.6321
169,144.3304
170,41.0032
171,80.4776
172,142.3524
173,48.1183
174,123.0867
175,284.7449
176,133.0496
177,66.7349
179,206.1116
180,219.4293
181,50.4880
182,124.2212
183,44.6027
184,179.3062
185,239.0530
186,61.1526
187,27.9304
188,296.7289
189,183.0362
190,55.7547
191,190.8272
192,173.7197
193,198.3618
194,104.4921
