id,limnsw(cm)
0,8.2012
1,6.4757
2,56.8482
3,21.7661
4,0.9152
5,41.2635
6,38.0714
7,20.4004
8,31.8990
9,13.6374
10,7.6689
11,-0.0709
12,32.6045
13,6.4114
14,30.3942
15,6.4057
16,27.8570
17,7.1675
18,21.5775
19,30.6905
20,46.8558
21,54.0342
22,9.0049
23,2.0627
24,52.6279
25,49.5346
26,8.1399
27,33.4673
28,56.6639
29,28.3742
30,12.1011
31,31.0963
32,31.5947
33,51.9635
34,39.5820
35,33.4963
36,49.1307
37,60.2661
38,25.1168
39,53.6644
40,25.1151
41,11.4697
42,17.2399
43,30.8130
44,36.5443
45,39.1985
46,12.5051
47,51.2126
48,52.8435
49,41.7228
50,62.5162
51,32.8069
52,21.4676
53,17.8108
54,39.7225
55,26.1280
56,35.0869
57,35.2212
58,32.6373
59,27.2109
60,19.7575
61,39.8019
62,25.0909
63,17.4584
64,9.8988
65,30.0593
66,16.0854
67,39.3373
68,17.5673
69,24.8079
70,38.4350
71,2.9961
72,65.1065
73,3.7812
74,29.7480
75,41.2304
76,19.4862
77,40.2348
78,24.8030
79,36.6356
80,29.6822
81,7.4908
82,36.0833
83,8.9960
84,41.0428
85,32.2225
86,10.3976
87,60.3637
88,13.4780
89,37.5891
90,46.2036
91,33.2967
92,30.3141
93,10.8715
94,62.6338
95,56.4619
96,0.8846
97,38.0124
98,13.3964
99,1.7782
100,25.2240
101,21.9790
102,19.1850
103,20.1672
104,30.7133
105,14.2442
106,24.0042
107,24.0362
108,23.6240
109,36.5990
110,37.4690
111,15.2050
112,42.9177
114,33.2420
115,58.5223
116,24.6627
117,41.3752
118,8.4263
119,21.8323
120,39.1455
121,51.1284
122,27.6083
123,17.5369
124,25.9922
125,25.4410
126,67.7632
127,16.1174
128,24.8636
129,35.8410
130,18.3248
131,6.1682
132,31.3448
133,16.0478
134,60.9850
135,26.9661
136,49.5384
137,33.3321
138,60.7976
139,39.2798
140,14.3061
141,56.0435
142,15.8123
143,2.6591
144,26.2540
145,44.4004
146,36.5670
147,21.6971
148,42.0533
149,13.6674
150,19.1956
151,63.0643
152,28.7084
153,52.2948
154,31.1636
155,62.5049
156,21.7298
157,38.2167
158,11.8082
159,25.3532
160,5.6336
161,48.4623
162,38.3169
163,54.2767
164,33.9786
165,18.3598
166,34.0690
167,35.6359
169,20.0454
170,3.0832
171,32.0320
172,29.4099
173,19.0575
174,40.7525
175,55.5772
176,13.8736
177,28.6416
178,42.1408
179,35.7339
180,46.5347
181,14.9270
182,16.2046
183,3.3191
184,27.9835
185,43.2717
186,32.4969
187,6.3529
188,57.5135
189,31.5621
190,27.5817
191,35.7556
192,17.7289
193,33.9391
194,27.3427
195,42.3949
196,11.8754
197,15.5920
198,16.6457
199,24.0809
200,27.4637
201,3.4304
202,35.5126
203,26.2613
204,19.6488
205,33.3346
206,9.4543
207,26.8697
208,17.6428
209,9.3437
210,35.1632
211,54.9076
212,22.2934
213,30.1009
214,38.0194
215,32.5474
216,22.8758
217,29.5256
218,29.0878
219,19.8026
220,19.1269
221,36.4017
222,-2.3939
223,30.9205
224,17.0407
225,18.8102
226,52.1913
227,32.2582
228,18.0566
229,20.5176
230,44.4895
231,63.7916
232,11.5325
233,50.0087
234,40.6226
236,10.2944
237,9.6172
238,60.0951
239,0.4782
240,58.6079
241,22.9817
242,43.7698
243,54.8283
244,29.0800
245,18.6768
246,49.6457
247,60.9544
248,13.7354
249,10.7239
250,35.0061
251,15.0441
252,22.2280
253,34.4036
254,28.9938
255,23.2400
256,21.3220
257,30.6344
259,28.1336
260,37.2055
261,22.5797
262,16.7717
263,13.4284
264,18.5356
265,26.0087
266,29.7882
267,26.0909
268,23.9200
269,32.3009
270,9.0037
271,32.6282
272,30.7938
273,23.2635
274,45.9959
275,23.4497
276,16.5002
277,16.7978
278,9.1050
