id,limnsw(cm)
0,2.1279
1,1.5111
2,15.1033
3,6.6216
4,0.9588
5,9.6203
6,10.7942
7,7.3421
8,9.0629
9,4.1493
10,2.3201
11,0.1091
12,11.7332
13,2.3942
14,6.5013
15,1.4367
16,7.6323
17,3.1331
18,5.6594
19,10.6283
20,17.4499
21,17.8934
22,3.7354
23,1.7274
25,19.0110
26,2.8557
27,14.4138
28,15.4398
29,11.2382
30,4.4734
31,9.3259
32,9.5692
33,12.1088
35,10.2253
36,16.7985
37,18.9556
38,8.9525
39,16.9079
40,7.2515
41,2.2331
42,7.1814
43,8.3389
44,11.5054
45,8.3393
46,4.1983
47,17.0311
48,18.0968
49,14.6914
51,11.8404
52,5.4536
53,5.9079
54,14.8174
55,8.6996
56,9.4710
57,10.5643
58,9.9079
59,6.2471
60,7.6161
61,10.4926
62,8.2872
63,4.1536
64,3.6979
65,8.2392
66,6.4352
67,13.6555
68,6.0766
69,8.3249
70,11.3480
71,1.0240
72,17.7148
73,0.8017
74,6.3687
75,13.6118
76,5.9916
77,12.0226
78,9.7050
79,10.0927
80,8.0991
81,2.2487
82,11.0203
83,2.8509
84,16.0741
85,10.8561
86,4.2046
87,16.6454
88,3.2847
89,14.2411
90,15.3632
91,8.5877
92,8.8437
93,4.1039
94,19.5866
95,20.1588
96,0.6659
97,11.5511
98,5.6214
99,0.7181
100,8.9876
101,7.0006
102,6.1854
103,7.2563
104,8.5048
105,5.0257
106,9.0922
107,4.9273
108,7.3314
109,13.3308
110,12.7801
111,5.2897
112,14.4515
114,7.8342
115,18.3228
116,6.6046
117,11.1763
118,3.4520
119,8.9711
120,11.4828
121,20.6593
122,9.4920
123,6.5398
124,9.7373
125,9.8199
126,18.6172
127,3.0287
128,8.8949
129,15.3903
130,5.5988
131,2.7925
132,10.8338
133,4.7565
134,19.7422
135,6.7760
136,16.2845
137,11.9147
138,17.3274
139,10.9717
140,2.8530
141,16.2279
142,4.2294
143,1.3782
144,6.4544
145,13.6958
146,10.0483
147,6.8271
148,12.9390
149,4.8336
150,3.7181
151,18.0341
152,8.4140
153,14.0926
154,6.4590
155,18.1121
156,6.0592
157,10.6435
158,4.6324
159,7.5857
160,2.2516
161,11.3919
162,13.5609
163,18.8315
164,8.3023
165,6.7515
166,11.8501
167,13.1104
168,8.5815
169,6.9830
170,0.7984
171,10.0924
172,11.9613
173,7.6175
174,9.6986
175,16.2368
176,5.1196
177,11.3958
178,16.5773
179,11.5317
180,15.3606
181,5.4881
182,5.4861
183,-0.0085
184,9.4451
185,12.6151
186,10.8231
187,2.7267
188,16.0924
189,9.7620
190,11.8678
191,11.2260
192,5.8109
193,10.2792
194,5.7878
195,12.2404
196,4.1302
197,5.3837
198,3.2748
199,5.9878
200,7.9778
201,1.7184
202,10.3912
203,8.3843
204,6.7206
205,12.9459
206,3.7814
207,8.3749
208,5.5982
209,3.3614
210,10.1575
211,20.0549
212,9.1520
213,7.2541
214,13.0570
215,13.4056
216,7.7481
217,6.9690
218,10.6702
219,5.1032
220,6.9772
221,15.2731
222,-0.5365
223,7.2024
224,6.8165
225,6.4083
226,15.0885
227,10.0420
228,5.0812
229,6.9389
230,14.3024
231,20.9828
232,2.3063
233,14.5880
234,8.5962
236,2.4755
237,3.4925
238,13.7984
239,0.4934
240,19.5521
241,10.4431
242,10.5930
243,17.0944
244,8.7324
245,6.2882
246,15.3574
247,19.4100
248,5.8860
249,4.1126
250,15.2536
251,5.8394
252,6.5356
253,10.2406
254,10.3798
255,5.1546
256,4.8458
257,11.7617
258,20.8701
259,9.3637
260,12.3585
261,8.1627
262,6.8441
263,4.1139
264,5.2875
265,9.9594
266,8.9328
267,7.6723
268,8.0768
269,7.4688
270,3.7320
271,8.2375
272,9.7639
273,7.4566
274,10.2032
275,4.9147
276,5.6707
277,6.0753
278,3.5703
279,3.6924
280,15.0511
281,18.7428
282,10.3334
283,8.6149
284,7.8783
285,8.1785
286,2.8810
287,6.4541
288,13.6918
289,15.5569
290,8.8074
291,6.8180
292,8.1825
293,8.4053
294,10.2462
295,0.3119
296,10.9930
297,6.5659
298,7.6381
299,6.8785
300,11.1709
302,7.0746
303,16.8339
304,5.3060
305,7.1693
306,6.5244
307,2.2617
308,12.9537
309,12.5769
310,3.2421
311,7.4557
312,10.9414
313,3.4079
314,12.1837
315,14.9122
316,9.8478
317,9.0818
318,5.7636
319,3.9736
320,9.4543
321,15.0512
322,18.5775
323,13.5655
324,14.3405
325,11.9343
326,7.4479
327,11.6266
328,17.0816
329,5.9110
330,17.0121
331,6.1343
332,14.6953
333,4.5233
334,6.6321
335,9.0266
336,8.0821
337,2.8364
338,2.0393
339,8.5841
340,6.5844
341,3.6555
342,11.8884
343,9.9953
344,7.8671
346,11.3708
347,13.8632
348,19.0852
349,15.9135
350,1.8669
351,20.7079
352,3.6738
353,11.8219
354,6.8382
355,5.9155
356,1.9260
357,2.7209
358,6.7364
359,11.4065
360,17.1797
361,8.7359
362,13.3155
363,1.5678
364,9.1807
365,18.2231
366,5.8009
367,23.0534
368,17.3147
369,4.5178
370,11.3254
371,6.6236
372,2.0035
373,6.2065
374,5.9768
375,21.8384
376,5.4320
377,7.8013
378,14.0051
379,10.7291
380,6.3409
381,3.3971
382,9.1101
383,17.2543
384,7.4465
385,14.5318
386,10.0211
387,11.8261
388,9.8620
389,6.2400
390,1.3125
391,17.5020
392,6.5751
393,7.1809
394,10.5094
395,10.0985
396,19.4875
398,10.4381
399,7.4382
400,13.1091
401,18.1998
402,3.2749
403,5.3718
404,4.4467
405,14.5142
406,15.3017
407,4.8139
408,18.3777
409,5.0765
410,7.5717
411,11.6687
412,2.8769
413,4.8466
414,6.8211
415,5.7266
416,7.2442
417,6.7986
418,9.3387
419,13.7463
420,17.9386
421,7.2836
422,10.3776
423,9.8263
424,3.3476
425,9.8532
426,6.3469
427,2.4044
428,17.0497
429,14.0061
430,15.5667
431,6.5679
432,4.4252
433,4.9339
434,5.2597
435,3.1470
436,8.2698
437,5.4593
438,3.7536
439,2.0187
441,20.6424
442,8.7564
443,6.0654
444,7.9527
445,7.7203
446,5.7401
447,4.2306
448,3.2694
449,7.6931
450,10.8355
451,11.7762
452,6.8714
453,11.2778
454,11.8403
455,7.9132
456,15.1412
457,5.2146
458,4.8465
459,8.9886
460,6.5080
461,1.5070
462,12.3625
463,-0.3141
464,0.8609
465,8.2799
466,2.5384
467,-0.0306
468,7.0835
469,11.7882
470,12.3981
471,12.1094
472,3.9310
473,4.9268
474,7.9139
475,10.4401
476,-0.4449
477,12.0052
478,13.6996
479,7.6452
480,14.8404
481,15.4590
482,12.1130
483,9.1854
484,2.4087
485,4.0184
486,9.8847
487,7.2183
488,9.3437
489,12.6376
490,3.4368
