id,limnsw(cm)
0,5.3941
1,4.7976
2,26.8165
3,14.2892
4,4.7490
5,18.2868
6,19.2968
7,12.8975
8,15.3735
9,7.8326
10,6.7131
11,1.5201
12,19.2245
13,6.1939
14,13.5323
15,4.5272
16,14.4240
17,5.4230
18,10.8064
19,16.3628
20,24.4780
22,6.9112
23,4.1635
24,30.4063
25,29.0115
26,5.7343
27,21.7233
28,25.2055
29,17.0908
30,8.8307
31,15.7813
32,18.6121
33,22.3291
35,17.2972
36,24.3675
37,29.7437
38,14.7262
39,27.2651
40,14.2013
41,6.3616
42,10.7157
43,15.7597
44,19.7757
45,16.5314
46,9.5107
49,23.1398
50,34.0158
51,17.2411
52,10.2699
53,12.9277
55,13.6862
56,18.0250
57,18.5639
58,19.5452
59,12.2560
60,11.3078
61,19.8358
62,16.4119
63,8.8901
64,9.0833
65,15.4661
66,10.2566
67,20.0376
68,9.9901
70,21.3764
71,3.1104
72,29.6753
73,2.3969
74,13.3883
75,22.1647
76,12.3503
77,20.3544
78,16.4722
79,17.7181
80,15.9556
81,5.4879
82,17.6606
83,7.9680
84,24.4189
85,16.1945
86,7.3042
87,28.5916
88,7.7220
89,20.1847
90,23.8717
91,15.9267
92,16.2839
93,9.1274
94,31.3201
95,30.2697
96,1.8249
97,19.9988
98,10.5074
99,2.5157
100,14.1304
101,13.8073
102,11.2344
103,11.2104
104,18.2619
105,10.8110
106,13.1116
107,11.2514
108,12.0342
109,19.4785
110,19.3398
111,11.6173
112,23.1807
114,14.9940
115,29.5713
116,11.6068
117,20.7933
118,8.7792
119,12.9854
120,18.9147
121,30.4120
122,15.5240
123,10.8971
124,15.6021
125,16.7170
126,30.0094
127,7.9205
128,15.7927
129,22.7374
130,10.0381
131,5.2164
132,16.4676
133,9.0974
134,29.3067
135,12.2541
137,19.9277
138,29.0297
139,19.5966
140,6.1433
141,26.2497
142,7.7283
143,3.8894
144,12.7785
145,21.5006
146,19.0318
147,11.6194
148,19.9988
149,8.2142
150,9.4155
151,29.3997
152,16.5774
153,24.6762
154,14.1643
155,29.3305
156,12.0186
157,19.6243
158,9.9686
159,14.4825
160,6.4992
161,20.7768
162,20.8301
163,28.2233
164,15.0529
165,13.2460
166,20.7240
167,19.0174
168,12.5253
169,13.3140
170,3.7755
171,15.7755
172,18.5570
173,11.3953
174,17.9570
175,26.7548
176,10.5866
177,15.9620
179,19.6219
180,24.1915
181,9.1913
182,10.6068
183,3.1079
184,17.2238
185,21.6425
186,15.2485
187,4.6453
188,27.7493
189,17.1389
190,15.7762
191,18.3002
192,13.1974
193,17.7051
194,12.9695
195,21.5786
196,9.7911
197,11.7057
198,8.2989
199,11.7997
200,15.7298
201,3.5839
202,18.5988
203,14.0374
204,10.9462
206,9.1310
207,17.0237
208,10.9753
209,8.0915
210,18.1542
211,27.8932
212,13.3758
213,13.6536
214,19.4780
216,15.4324
217,12.9206
218,15.2755
219,10.4556
220,11.9884
222,0.6926
223,13.8281
224,12.2245
225,12.6050
226,25.2778
227,18.1327
228,8.3597
229,11.5256
230,23.0382
231,30.5318
232,6.6200
233,24.3698
234,17.4255
236,6.1936
237,6.8598
238,25.3201
239,1.9754
240,29.5860
241,16.0862
242,19.1619
243,27.1380
244,17.2383
245,11.3460
246,25.0517
247,30.1894
248,9.1849
249,9.6184
251,9.3705
252,12.2891
253,17.8852
254,16.6774
255,11.1363
256,10.7929
257,16.5036
258,28.3176
259,15.9199
260,18.7525
261,14.6743
262,12.2332
263,9.3946
264,10.0712
265,16.8288
266,17.2058
267,14.6145
268,13.3108
269,14.7868
270,7.8108
271,14.4377
272,18.3269
273,12.2382
274,18.9840
275,10.6732
276,12.1362
277,12.5801
278,6.5323
279,8.9026
280,25.2313
281,24.4452
282,16.7097
283,14.3451
284,13.2137
285,15.9421
286,6.1805
287,10.8758
288,22.5392
289,22.5225
290,13.2720
291,13.5237
292,12.1319
293,16.3034
294,19.3550
295,2.1994
296,19.2687
297,11.7621
298,15.0349
299,12.7250
300,19.1331
301,25.3990
302,12.8736
304,10.2787
305,13.3346
306,10.1868
307,6.0362
308,18.5555
309,21.7464
310,8.7438
311,13.4987
312,17.9992
313,8.4066
314,17.9483
316,18.0881
317,15.2661
318,9.5297
319,8.2759
320,15.5113
321,23.6162
322,28.5158
323,22.3569
324,21.2408
325,20.7777
326,12.7620
327,19.0329
328,27.5093
329,12.6086
330,28.1372
331,10.3645
332,20.0928
333,7.8005
334,12.8688
335,16.7124
336,14.8066
337,5.2126
338,6.6244
339,16.2388
340,13.1447
341,8.9876
342,21.1675
343,16.8594
344,15.0899
346,19.6873
347,20.4664
348,26.8268
349,21.4949
350,6.7868
351,29.4135
352,8.7655
353,18.6076
354,14.6974
355,10.3755
356,5.5794
357,7.5388
358,12.8767
359,19.7804
360,28.4068
361,14.7341
362,23.9592
363,5.0070
364,16.3267
366,11.2913
367,32.5588
369,8.9426
370,18.7423
371,10.8425
372,5.6033
373,12.1400
374,11.1085
375,31.9596
376,10.6700
377,13.9994
378,23.9702
379,20.9630
380,12.2109
381,8.6932
382,16.6640
383,26.8873
384,15.0965
385,24.0608
386,16.1192
388,15.0210
389,11.0275
390,3.5321
391,23.8449
392,12.6929
393,14.0323
394,20.8730
395,18.7782
396,32.5127
397,26.2765
398,15.9849
399,14.3250
400,23.5058
401,29.2052
402,6.9027
403,10.8925
404,8.9770
405,25.4231
406,26.4715
407,10.9393
408,27.4072
409,9.5037
410,16.6874
411,18.7932
412,5.5497
413,9.1922
414,10.2269
415,10.1819
416,12.5469
417,11.9033
418,16.9842
419,22.1295
420,26.9911
421,10.7518
422,19.6054
423,15.1854
424,5.8819
425,17.8995
426,12.9403
427,6.9042
429,20.5977
430,26.1456
431,11.8662
432,8.1380
433,11.0020
434,11.4242
435,5.6913
436,15.3214
437,11.0057
438,9.1502
439,6.0074
441,29.9022
442,14.3650
443,12.5653
444,14.7659
445,14.0580
446,11.8293
447,9.0938
448,6.6365
449,14.2390
450,15.7951
451,16.3233
452,13.1061
453,17.0544
454,19.8373
455,12.9696
456,23.3123
457,9.0094
458,10.5547
459,14.2672
460,13.1919
461,4.9735
462,20.0642
463,0.9110
464,4.0823
465,16.0551
466,6.1372
467,1.3011
468,13.4746
469,22.7180
470,21.5883
471,18.3184
472,8.7549
473,10.6910
474,13.9336
475,18.8581
476,2.1259
477,21.0861
478,22.3939
479,14.8953
480,24.9230
481,25.6323
482,20.0832
483,17.5254
484,5.9364
485,7.0949
486,18.4698
487,13.4940
488,15.4601
489,20.3788
490,8.4342
491,12.3938
492,19.5185
493,12.3308
494,10.5185
495,4.0125
496,18.0795
497,20.6405
498,12.3980
499,13.9975
