id,limnsw(cm)
0,30.1746
1,28.9536
2,171.6268
3,103.3741
4,52.9798
5,78.9910
6,127.8764
7,79.0256
8,60.6381
9,36.0845
10,63.5428
11,12.0646
12,100.3619
13,60.8137
14,67.8565
15,29.2538
16,104.2383
17,22.5822
18,49.7346
19,55.8438
20,70.2785
22,28.9077
23,19.9919
24,141.3198
25,122.2552
26,26.1194
27,85.8341
28,92.2577
29,81.9379
30,67.9465
31,61.4061
32,117.6334
33,93.9638
35,104.8262
36,75.0778
37,156.6149
38,79.7931
39,144.5707
40,105.7119
41,38.7641
42,33.4706
43,112.9642
44,106.2560
45,81.5739
46,73.3841
49,114.8933
50,136.8838
51,55.0030
52,45.4856
53,95.5657
55,49.2814
56,127.8469
57,114.2300
58,124.4468
59,58.2792
60,35.4147
61,143.3365
62,104.5648
63,43.6268
64,73.7174
65,116.4961
66,34.7973
67,64.0030
68,36.7020
70,133.2090
71,18.5993
72,174.9468
73,14.6365
74,67.4042
75,118.6864
76,82.2034
77,126.8072
78,80.4164
79,66.1069
80,119.1211
81,30.7627
82,64.5782
83,69.1803
84,101.2046
85,51.9294
86,29.6816
87,172.8259
88,41.0831
89,58.8678
90,121.9294
91,66.1973
92,109.2821
93,69.0823
94,157.6896
95,130.7282
96,10.6070
97,115.2375
98,60.6549
99,15.0612
100,48.5340
101,92.1198
102,76.3842
103,41.1026
104,126.4743
105,79.4622
106,40.1292
107,58.0932
108,46.5836
109,60.3687
110,62.8475
111,79.9983
112,113.7681
114,67.7656
115,155.0906
116,49.8502
117,144.3278
118,64.9778
119,39.0398
120,70.9615
121,118.7315
122,88.2069
123,63.7768
124,78.8621
125,87.0482
126,107.2276
127,46.2726
128,89.5435
129,86.3133
130,41.3298
131,21.4802
132,55.2490
133,55.5544
134,91.3941
135,53.3862
137,98.2617
138,169.0197
139,132.4548
140,30.6421
141,90.8094
142,31.4966
143,23.0875
144,58.3884
145,73.9313
146,132.5872
147,46.4457
148,68.4007
