id,limnsw(cm)
0,1.4007
1,0.9463
2,8.1586
3,4.3346
4,0.6694
5,6.0666
6,5.8959
7,4.1276
8,6.1388
9,3.2428
10,1.2954
11,0.2757
12,8.1006
13,0.8621
14,4.1759
15,0.7995
16,3.8496
17,2.4500
18,3.6451
19,7.9765
20,13.0796
22,3.0810
23,1.7847
24,13.2551
25,13.6280
26,2.1713
27,10.6853
28,10.4099
29,7.3959
30,2.2311
31,6.9424
32,6.2933
33,7.7817
35,5.8398
36,12.3758
37,11.3521
38,5.2909
39,9.9778
40,3.5871
41,1.3098
42,5.7884
43,4.2613
44,7.8621
45,5.0340
46,2.8047
49,8.9286
50,15.8078
51,8.6611
52,3.4547
53,3.8161
55,6.5027
56,4.6187
57,5.9155
58,6.5258
59,4.0230
60,5.8870
61,5.2037
62,5.4632
63,2.7236
64,2.5058
65,4.0707
66,5.1562
67,10.1388
68,4.7130
70,7.4774
71,0.9440
72,10.1357
73,0.8290
74,3.7650
75,8.0869
76,4.0529
77,6.6459
78,7.0354
79,6.9073
80,3.9524
81,1.8754
82,8.0921
83,1.7248
84,11.7839
85,8.2418
86,3.3810
87,9.0722
88,1.9599
89,10.7529
90,9.5773
91,5.6799
92,4.7512
93,2.7983
94,11.8126
95,14.3054
96,0.6983
97,6.5815
98,3.9619
99,0.7394
100,7.0522
101,4.5197
102,3.5527
103,5.3969
104,5.7090
105,3.2580
106,6.7832
107,2.9590
108,5.4809
109,10.1078
110,9.6765
111,3.6378
112,8.9264
114,4.8932
115,10.9001
116,4.2227
117,5.6534
118,2.5045
119,6.9795
120,7.8069
121,15.6200
122,5.6170
123,4.2459
124,6.0489
125,6.9377
126,12.7655
127,1.7064
128,6.0120
129,11.0803
130,4.4552
131,2.4846
132,8.0759
133,3.0917
134,13.9672
135,4.3054
137,8.3900
138,9.6663
139,5.9280
140,1.7543
141,11.2093
142,3.2701
143,1.3647
144,4.3150
145,10.1261
146,5.3124
147,5.0935
148,9.4378
149,3.7211
150,2.2525
151,10.8228
152,5.5891
153,7.5339
154,4.0231
155,10.5346
156,2.9134
157,5.5602
158,3.1592
159,3.8212
160,1.4662
161,7.2219
162,8.4459
163,11.9173
164,5.4515
165,4.6937
166,8.2228
167,8.8394
168,6.2093
169,4.7109
170,0.5883
171,7.5014
172,8.6926
173,5.9014
174,6.1834
175,8.9226
176,3.4086
177,8.4458
179,6.5479
180,9.4338
181,4.2794
182,3.0416
183,-0.0992
184,6.5236
185,7.0070
186,7.7733
187,2.2917
188,8.8237
189,5.5004
190,9.2005
191,6.4790
192,3.8127
193,5.7421
194,3.6183
195,6.8889
196,2.7774
197,3.6360
198,2.0019
199,4.1377
200,3.8407
201,1.4743
202,5.5311
203,6.3175
204,5.1161
206,2.6460
207,5.4808
208,2.8177
209,2.2196
210,5.5472
211,15.0921
212,7.3368
213,4.6163
214,9.7515
216,5.2697
217,3.2255
218,8.1733
219,3.4104
220,4.0985
222,-0.0476
223,4.6467
224,4.7904
225,4.5823
226,8.4433
227,5.4663
228,3.8372
229,5.3728
230,8.6567
231,14.6509
232,1.4956
233,8.4071
234,5.3196
236,1.4861
237,2.8993
238,8.8783
239,0.6909
240,12.3049
241,7.4301
242,6.9776
243,10.3392
244,5.7506
245,4.2037
246,9.1180
247,11.4444
248,4.6688
249,2.8089
251,4.5289
252,3.4571
253,5.5636
254,6.4036
255,3.1749
256,3.0505
257,9.0600
258,16.5627
259,5.3739
260,9.1561
261,5.6235
262,4.7862
263,1.8020
264,4.0055
265,6.9386
266,5.7802
267,3.9642
268,6.2485
269,4.7671
270,2.8007
271,5.2563
272,6.3800
273,5.5373
274,6.3350
275,3.0367
276,3.8939
277,4.1872
278,3.1650
279,2.4292
280,9.8224
281,14.8139
282,5.3175
283,6.3554
284,6.0679
285,4.1108
286,2.6008
287,4.8707
288,8.0102
289,11.7851
290,6.8054
291,4.3862
292,6.4951
293,5.5060
294,6.7413
295,0.6777
296,6.1388
297,4.7854
298,5.1777
299,4.6123
300,7.8795
301,11.1890
302,4.9762
304,3.6291
305,3.8264
306,4.9766
307,1.3149
308,10.0313
309,8.4945
310,1.9984
311,4.3288
312,7.7196
313,1.9375
314,9.1340
316,6.5087
317,4.9815
318,4.2040
319,2.8871
320,6.4509
321,9.1348
322,11.5082
323,9.4228
324,10.2880
325,7.9730
326,4.2176
327,8.0789
328,10.2094
329,2.7594
330,9.9493
331,4.4951
332,11.4119
333,3.5364
334,4.2364
335,4.4192
336,4.4467
337,2.2975
338,1.1946
339,5.4515
340,3.2409
341,2.0173
342,8.0847
343,5.9511
344,4.8213
346,7.4671
347,10.4106
348,12.5562
349,10.7549
350,0.9887
351,14.9302
352,2.4949
353,8.5903
354,4.0437
355,4.5592
356,1.2530
357,1.7282
358,3.3289
359,7.6919
360,11.8415
361,6.5908
362,8.9177
363,0.8936
364,4.9567
366,3.5983
367,16.9729
369,3.1058
370,6.3275
371,4.1438
372,1.1388
373,4.2656
374,4.2520
375,15.7922
376,2.7898
377,4.4726
378,9.0844
379,7.1626
380,3.8930
381,2.3402
382,6.1472
383,11.9767
384,4.9416
385,8.4358
386,7.2862
388,7.2081
389,4.6349
390,1.4001
391,13.2602
392,4.4009
393,4.3287
394,6.6865
395,6.4664
396,11.3105
397,10.7147
398,7.6920
399,3.8969
400,8.5995
401,12.5109
402,2.5990
403,2.7933
404,2.9857
405,7.9479
406,10.4651
407,3.3736
408,12.6712
409,2.7200
410,4.9672
411,8.5313
412,2.3286
413,2.6212
414,5.4488
415,4.3689
416,5.4250
417,5.1852
418,6.2783
419,9.5130
420,11.4562
421,5.3429
422,6.2077
423,7.6796
424,2.7371
425,6.5755
426,4.2142
427,1.5719
429,10.2406
430,10.5897
431,4.5514
432,3.5803
433,3.3729
434,3.6586
435,2.8055
436,5.5475
437,3.4834
438,2.2329
439,0.4746
441,13.6434
442,5.2154
443,4.1302
444,4.1554
445,4.1371
446,3.8571
447,2.2827
448,2.4971
449,5.3138
450,8.2120
451,8.9275
452,4.4890
453,8.3066
454,8.2154
455,6.0853
456,10.8859
457,4.0980
458,2.0570
459,6.6270
460,4.2465
461,0.9943
462,8.6101
463,0.1716
464,0.5642
465,5.2755
466,1.1348
467,0.2375
468,3.8323
469,7.7044
470,8.0740
471,9.2408
472,2.6042
473,3.4073
474,5.1722
475,6.6372
476,-0.3730
477,8.2265
478,8.4577
479,3.7336
480,9.9618
481,10.6562
482,8.5611
483,4.7894
484,1.5596
485,3.3609
486,6.5171
487,3.9357
488,6.4829
489,7.6723
490,2.1865
491,4.2518
492,7.6676
493,4.8324
494,3.0483
495,1.2952
496,6.5642
497,7.9017
498,4.0919
499,4.8832
