id,limnsw(cm)
0,5.0338
1,3.8035
2,31.9785
3,13.1079
4,0.3793
5,24.3388
6,22.0691
7,12.6196
8,19.9961
9,6.6277
10,4.3468
11,-0.9154
12,21.4261
13,3.2336
14,17.4306
15,3.7518
16,15.5014
17,4.0055
18,12.9515
19,18.2948
20,29.9593
21,35.3764
22,4.6395
23,0.7993
24,34.7565
25,34.1539
26,5.5104
27,24.0684
28,34.7338
29,18.9993
30,7.2931
31,17.1106
32,19.4227
33,30.6303
34,27.1970
35,19.7850
36,30.3995
37,36.3465
38,15.9274
39,32.6345
40,13.9209
41,6.4622
42,11.1219
43,17.4175
44,23.6249
45,22.2207
46,7.7038
47,33.9852
48,35.7796
49,26.8914
50,41.9905
51,20.2503
52,13.1992
53,10.9182
54,26.8132
55,15.0756
56,19.4815
57,20.8465
58,19.9528
59,16.0379
60,12.5939
61,21.7234
62,15.9390
63,10.4153
64,6.0963
65,16.6907
66,9.9826
67,23.7796
68,10.2550
69,16.6306
70,23.6508
71,0.6024
72,37.2030
73,1.2859
74,17.1832
75,25.3970
76,12.2678
77,23.5102
78,17.1809
79,23.0378
80,16.1993
81,3.0323
82,20.2437
83,5.2762
84,29.0604
85,19.3760
86,5.7738
87,34.4782
88,8.0924
89,24.2148
90,28.7602
91,20.4256
92,17.1074
93,7.0250
94,37.8561
95,37.2663
96,0.1567
97,22.3386
98,9.3257
99,-0.0160
100,15.0404
101,13.8429
102,11.2467
103,11.5094
104,18.4913
105,8.7699
106,15.2831
107,13.5172
108,13.1752
109,22.7968
110,22.4393
111,9.6081
112,26.8145
114,19.7602
115,35.3909
116,15.0995
117,22.9610
118,5.8944
119,13.9799
120,24.7620
121,35.9728
122,17.0906
123,11.2847
124,16.6186
125,17.0298
126,42.2766
127,8.6193
128,16.3775
129,26.1857
130,9.9446
131,3.4755
132,18.7642
133,10.0106
134,40.4273
135,16.4535
136,32.8052
137,22.4858
138,35.1609
139,22.2466
140,8.1926
141,35.7075
142,8.1808
143,0.5600
144,15.8375
145,26.0316
146,20.1986
147,11.9992
148,24.5251
149,7.8932
150,10.8602
151,37.2154
152,17.7977
153,29.3772
154,17.6514
155,37.0676
156,11.9351
157,21.1589
158,7.9187
159,14.3253
160,3.4472
161,28.6436
162,24.2468
163,34.1765
164,20.5002
165,12.1291
166,22.2066
167,23.2892
169,12.9610
170,1.9311
171,18.8234
172,20.6438
173,12.0825
174,24.0585
175,32.8978
176,9.0594
177,20.0086
178,27.5637
179,21.4491
180,28.9714
181,8.8031
182,9.9648
183,1.4081
184,17.7754
185,25.2421
186,20.4047
187,3.4543
188,32.9386
189,19.0120
190,19.2192
191,21.3923
192,10.9194
193,20.1649
194,15.7388
195,24.6185
196,7.2774
197,9.7390
198,9.3824
199,14.4243
200,15.4718
201,1.5503
202,20.3415
203,14.5749
204,11.5472
205,21.2588
206,6.1604
207,16.5735
208,10.0156
209,5.7565
210,20.1278
211,34.8020
212,14.5725
213,17.5797
214,22.9494
215,22.3506
216,14.4311
217,15.7337
218,18.0481
219,12.1617
220,12.0941
221,25.5090
222,-2.4829
223,18.0986
224,11.8565
225,12.1767
226,30.4665
227,19.0864
228,10.2218
229,11.4272
230,27.2790
231,42.2370
232,6.5050
233,29.4564
234,23.1758
236,6.1267
237,4.9887
238,35.0539
239,-0.4843
240,37.1919
241,16.6363
242,26.0388
243,33.5284
244,17.9097
245,11.9687
246,30.0615
247,37.2397
248,8.3466
249,7.0998
250,23.7626
251,8.9590
252,12.6721
253,19.7507
254,18.1142
255,13.5830
256,12.3693
257,20.8727
259,16.9291
260,21.8740
261,15.1615
262,11.3966
263,7.2241
264,9.3910
265,17.7878
266,18.1814
267,14.9925
268,14.0397
269,18.9575
270,5.9790
271,20.1450
272,19.0777
273,13.0901
274,26.4356
275,13.3101
276,10.5750
277,11.1245
278,5.3131
279,9.4986
280,35.0209
281,29.8950
282,22.6648
283,15.1163
284,14.0285
285,16.0517
286,3.8095
287,11.3594
288,27.6002
289,26.9671
290,14.4021
291,16.7580
292,12.8166
293,16.4814
294,19.9838
295,-1.5766
296,21.6115
297,12.1965
298,14.4698
299,15.7289
301,28.8775
302,12.4647
303,29.9948
304,12.2554
305,13.6686
306,11.2204
308,21.7091
309,24.4346
310,8.9704
311,12.4149
312,19.1918
313,9.7451
314,21.2529
316,24.7587
317,16.9347
318,9.4869
319,6.4218
320,20.5924
321,28.9676
322,34.4070
323,25.8565
324,27.7594
325,27.6668
326,13.6058
327,21.9356
328,32.5632
329,11.5657
330,33.3836
331,10.9290
332,23.2698
333,7.8924
334,15.9731
335,17.8061
336,15.1862
337,4.0354
338,6.3699
339,21.4466
340,12.8645
341,10.5394
342,23.4992
343,18.6888
344,20.7401
346,27.8355
347,24.1852
348,34.9119
349,24.9874
350,6.4069
351,36.7794
352,6.1495
353,21.4594
354,19.2624
355,9.9539
356,2.7236
357,7.6621
358,12.8502
359,21.6664
360,34.0250
361,16.0579
362,26.4063
363,4.9877
364,17.4925
365,36.3712
367,43.0452
369,8.6956
370,22.1502
371,13.2046
372,5.2597
373,11.5056
374,9.7440
375,43.8608
376,9.5557
377,13.9366
378,33.0913
379,22.4953
380,12.7898
381,5.9149
382,17.2023
383,32.4253
384,13.8730
385,28.1316
386,20.5689
387,21.6097
