id,limnsw(cm)
0,1.8804
1,1.2911
2,10.3068
3,5.2678
4,-0.0016
5,9.4576
6,7.4839
7,4.7837
8,8.7990
9,3.9581
10,1.4349
11,0.0968
12,10.4869
13,0.3459
14,6.3397
15,1.1737
16,4.5709
17,2.8541
18,5.3978
19,10.4404
20,17.2167
21,17.8843
22,3.4804
23,1.6072
24,16.8639
25,17.5542
26,2.6783
27,13.2074
28,15.3034
29,8.9884
30,2.4310
31,9.1906
32,8.2105
33,11.7495
34,13.9769
35,7.4814
36,16.7856
37,14.3651
38,6.3084
39,12.6315
40,4.0327
41,2.0096
42,7.1754
43,5.1988
44,10.8883
45,7.8465
46,3.2991
47,16.6731
48,17.7167
49,11.3551
50,20.3593
51,11.6289
52,5.3567
53,4.5195
54,14.8695
55,8.4747
56,5.5845
57,7.1806
58,8.4490
59,6.0914
60,7.5395
61,6.3312
62,6.7163
63,3.9787
64,2.6692
65,4.8813
66,6.3541
67,13.4334
68,5.8942
69,8.5259
70,9.7445
71,0.9166
72,13.2029
73,0.9441
74,6.1006
75,9.6909
76,5.1988
77,8.2687
78,8.5919
79,10.0923
80,4.5279
81,2.2713
82,10.8291
83,1.9729
84,15.2840
85,10.8908
86,3.9612
87,11.6096
88,3.1354
89,14.0835
90,12.1236
91,8.6088
92,5.6385
93,3.1608
94,15.1266
95,18.7131
96,0.5514
97,7.9455
98,4.5933
99,0.5087
100,8.9101
101,5.7497
102,3.7515
103,6.9047
104,7.1730
105,3.7645
106,9.0047
107,4.5552
108,7.0608
109,13.0286
110,12.7538
111,4.2153
112,11.0668
114,7.5634
115,13.6619
116,6.1187
117,6.9442
118,2.7292
119,8.6962
120,11.2674
121,19.7626
122,6.7264
123,5.2961
124,7.0273
125,8.6234
126,18.3237
127,2.6137
128,7.6681
129,14.1609
130,5.7844
131,2.7794
132,10.5731
133,4.2257
134,19.5258
135,6.5414
136,16.0990
137,10.8125
138,12.4376
139,7.2982
140,2.8364
141,15.9820
142,4.1907
143,1.3159
144,6.2650
145,13.7753
146,6.1198
147,6.7066
148,12.6801
149,4.6282
150,3.6872
151,14.3133
152,7.4632
153,9.5631
154,6.3227
155,13.7710
156,3.3299
157,6.5360
158,3.6504
159,4.2642
160,1.4258
161,11.0604
162,10.7971
163,15.0244
164,8.1342
165,5.5770
166,10.3358
167,11.0144
169,5.7230
170,0.6354
171,9.9176
172,10.9507
173,7.4194
174,9.3899
175,11.7581
176,3.9727
177,11.3017
178,16.7124
179,7.8141
180,11.9220
181,5.5000
182,3.3984
183,-0.0886
184,8.1426
185,8.8894
186,10.5845
187,2.4985
188,11.1747
189,6.6907
190,11.6738
191,8.3690
192,4.3780
193,7.0548
194,5.5853
195,8.5219
196,3.0099
197,4.1405
198,3.1453
199,5.9239
200,4.3629
201,1.6131
202,6.8224
203,8.2834
204,6.6580
205,12.9593
206,2.6659
207,6.8554
208,2.9947
209,2.2858
210,6.7423
211,19.9670
212,9.1229
213,6.9712
214,12.7116
215,13.5937
216,6.4209
217,4.2588
218,10.4976
219,4.9558
220,4.6625
221,15.7131
222,-0.5558
223,7.1639
224,5.8308
225,5.4840
226,10.8738
227,6.4251
228,5.0355
229,6.7364
230,10.7480
231,20.7009
232,2.1649
233,10.8444
234,8.3178
236,2.2193
237,3.4718
238,13.5103
239,0.4666
