id,limnsw(cm)
0,8.7063
1,8.0213
2,41.3397
3,22.6070
4,8.7638
5,27.2038
6,29.8193
7,19.6668
8,21.9211
9,10.8446
10,11.6969
11,2.4900
12,27.5045
13,10.9908
14,20.6635
15,7.7566
16,22.8303
17,7.3329
18,16.1721
19,21.1876
20,30.5100
22,9.3604
23,5.8200
24,42.6989
25,39.2159
26,8.6664
27,28.7915
28,35.1762
29,23.6755
30,14.3745
31,21.2475
32,28.5477
33,32.4750
35,25.9570
36,30.9638
37,43.0654
38,21.8242
39,39.7641
40,22.9793
41,10.6043
42,13.4023
43,25.0340
44,28.6296
45,25.2277
46,15.3054
49,33.0377
50,45.6567
51,21.8938
52,15.0777
53,20.7405
55,17.9611
56,28.8135
57,28.2993
58,29.9452
59,18.4409
60,14.4512
61,31.8599
62,25.1991
63,13.6106
64,14.8494
65,24.7935
66,13.1699
67,25.7034
68,13.1646
70,32.4059
71,4.6716
72,44.5472
73,3.6400
74,20.7853
75,32.1327
76,18.9752
77,30.9397
78,23.1034
79,24.9593
80,25.8509
81,8.0535
82,23.5534
83,13.4884
84,32.6967
85,20.7295
86,9.8708
87,43.7988
88,12.2215
89,25.4010
90,33.8820
91,23.2906
92,25.5547
93,14.6328
94,44.9954
95,41.4605
96,2.7572
97,30.0528
98,15.6708
99,3.8023
100,18.4343
101,21.1482
102,17.5010
103,14.8445
104,28.5228
105,17.1698
106,16.5792
107,17.6492
108,16.1786
109,24.6647
110,24.9116
111,18.0612
112,32.9216
114,22.3557
115,43.0579
116,16.9072
117,32.9819
118,14.2582
119,16.4792
120,26.5067
121,40.2114
122,23.1796
123,16.0720
124,22.4193
125,24.0911
126,41.4947
127,12.9157
128,23.3043
129,29.9706
130,13.5600
131,7.0657
132,21.2402
133,13.7260
134,38.7585
135,17.9290
137,28.0256
138,43.5795
139,30.4969
140,9.5041
141,35.9772
142,10.5529
143,5.7821
144,19.0609
145,28.0824
146,30.1996
147,15.6260
148,26.1454
149,10.9884
150,15.0784
151,43.1156
152,25.0757
153,38.3978
154,22.0537
155,43.0094
156,19.5598
157,30.9633
158,15.6245
159,23.1092
160,11.0946
161,30.5066
162,29.4549
163,39.6468
164,21.7304
165,20.1197
166,30.1260
167,26.0112
168,16.0763
169,19.9172
170,6.5633
171,20.5141
172,25.5762
173,14.4896
174,26.5756
175,40.1543
176,16.4113
177,20.5269
179,29.5472
180,34.6774
181,12.2180
182,16.4257
183,6.0204
184,25.6082
185,32.8269
186,19.4705
