id,limnsw(cm)
0,8.7361
1,6.8932
2,61.2004
3,23.0603
4,0.8894
5,44.2192
6,40.8446
7,21.6202
8,33.8584
9,15.5737
10,8.1409
11,0.4845
12,34.3962
13,6.9255
14,32.6506
15,6.8019
16,29.9609
17,8.1424
18,23.0499
19,33.8540
20,50.7610
21,57.4036
22,10.4115
23,2.7907
24,55.4688
25,51.9053
26,8.5647
27,34.8141
28,60.3525
29,29.8724
30,12.8775
31,34.7186
32,33.5225
33,55.6588
34,41.5816
35,35.8179
36,53.5424
37,64.4567
38,26.5069
39,57.3857
40,27.0608
41,12.2992
42,18.8376
43,33.1012
44,38.5569
45,42.2654
46,13.1978
47,54.0269
48,55.5712
49,44.1359
50,65.9141
51,35.8746
52,22.8489
53,18.9260
54,41.7423
55,28.8835
56,37.8395
57,37.6497
58,34.6926
59,29.1518
60,21.5388
61,42.9876
62,26.4263
63,18.6540
64,10.4198
65,32.3957
66,17.8297
67,43.1490
68,19.4543
69,26.1197
70,40.7830
71,3.9278
72,69.9252
73,4.5657
74,31.9401
75,43.8744
76,20.6112
77,43.1724
78,25.9847
79,38.9218
80,32.1254
81,9.0022
82,39.9186
83,9.5044
84,42.8617
85,35.2143
86,11.8521
87,64.8283
88,14.4466
89,40.7692
90,49.0645
91,35.4147
92,32.6285
93,11.3803
94,66.8037
95,59.4161
96,1.3294
97,40.7198
98,13.9261
99,2.4430
100,27.7236
101,23.2106
102,20.5746
103,22.4521
104,32.6571
105,14.9839
106,26.0304
107,25.8568
108,26.2050
109,39.9246
110,41.0746
111,16.0056
112,45.5553
114,35.6615
115,62.6371
116,26.3160
117,44.5800
118,8.6837
119,23.6615
120,41.8197
121,53.5336
122,29.3331
123,18.4960
124,27.5142
125,26.8288
126,72.1698
127,17.3543
128,26.1814
129,37.1537
130,20.6091
131,7.0192
132,34.4036
133,17.0208
134,64.3746
135,28.7557
136,52.4071
137,34.9627
138,65.1992
139,42.2037
140,15.3393
141,59.5763
142,17.6924
143,3.5663
144,28.0078
145,49.0034
