id,limnsw(cm)
0,78.3232
1,76.0041
2,475.0450
3,319.9703
4,189.5403
5,178.2681
6,380.4333
7,242.0741
8,138.4371
9,82.0888
10,222.4585
11,28.2214
12,293.4777
13,217.1185
14,165.3616
15,77.8503
16,336.0730
17,48.1344
18,119.6048
19,109.1533
20,132.0539
22,63.1791
23,44.5140
24,376.2651
25,324.5280
26,65.3051
27,239.8663
28,200.3251
29,238.2361
30,229.5701
31,123.3178
32,339.5496
33,214.4979
35,317.6879
36,142.1600
37,443.2294
38,226.8445
39,407.2774
40,334.0947
41,102.7458
42,65.6690
43,344.9490
44,302.4191
45,195.8908
46,234.1831
49,335.5185
50,353.7048
51,107.4023
52,110.7548
53,300.6818
55,100.8611
56,409.5918
57,352.3591
58,358.1704
59,140.8360
60,68.1039
61,419.2434
62,304.5802
63,108.8772
64,235.3282
65,377.9056
66,68.9297
67,121.3547
68,76.3765
70,387.3040
71,43.1585
72,480.1865
73,35.1407
74,164.4301
75,362.6316
76,258.0959
77,375.6389
78,234.4713
79,144.2811
80,376.0746
81,72.4131
82,127.1117
83,229.0283
84,268.4910
85,102.1741
86,63.1285
87,458.7687
88,102.9480
89,109.8823
90,350.6710
91,149.6473
92,347.4619
93,213.1365
94,444.6141
95,358.2401
96,24.5521
97,371.6225
98,181.7258
99,34.4326
100,96.3856
101,284.3744
102,253.2655
103,83.6960
104,385.0532
105,248.2684
106,77.4295
107,147.3607
108,98.8412
109,115.6410
110,119.1376
111,250.1941
112,338.4146
114,162.7959
115,436.8740
116,121.7531
117,413.7681
118,206.1461
119,74.3271
120,155.3004
121,328.7133
122,277.6759
123,202.7946
124,238.7824
125,254.2603
126,230.2783
127,121.9939
128,259.7889
129,220.5300
130,88.8063
131,45.0987
132,107.6492
133,181.2583
134,188.8245
135,129.9443
137,277.7493
138,470.1801
139,389.5125
140,78.4002
141,194.5080
142,67.5211
143,53.9812
144,137.5168
145,144.2897
146,398.5352
147,98.9800
148,134.6732
149,61.8364
150,132.6533
151,473.5205
152,324.0630
153,444.6357
154,163.6583
155,454.1172
156,314.3652
157,402.5216
158,220.7740
159,327.9976
160,190.7926
161,200.5936
162,302.7985
163,398.9478
164,149.2925
165,254.5401
166,316.3849
167,234.0834
168,74.9895
169,237.1814
170,65.8544
171,112.0750
172,230.7815
173,65.2475
174,183.6005
175,459.4886
176,222.5410
177,96.2635
179,340.4640
180,372.4982
181,71.2021
182,210.4783
183,73.1135
184,291.5643
185,397.5127
186,82.2699
187,39.9725
188,469.2505
189,301.4606
190,74.2341
191,323.8780
192,291.9210
193,341.8307
194,156.9932
195,387.2562
196,250.7021
197,254.7335
198,122.8497
199,126.3501
200,358.1069
201,41.2322
202,370.0864
203,105.6044
204,82.2898
206,213.1191
207,335.4082
208,273.3441
209,219.4851
210,368.1526
211,145.2297
212,76.7688
213,150.2692
214,121.4832
216,276.2467
217,352.5233
218,88.1465
219,116.0509
220,217.8424
222,26.1413
223,150.8302
224,181.9240
225,229.5590
226,441.4202
227,344.7410
228,61.3233
229,86.1515
230,367.9585
231,198.1847
232,101.1742
233,396.1280
234,201.4431
236,87.8102
237,65.1834
238,235.6826
239,33.7976
240,398.2715
241,192.1372
242,182.2548
243,388.9823
244,345.7681
245,210.8685
246,404.7713
247,436.6210
248,62.8294
249,210.7336
251,69.2486
252,289.3569
253,356.2437
254,276.8663
255,135.8020
256,129.2948
257,79.7801
258,131.5652
259,280.8570
260,124.6111
261,215.2639
262,218.4959
263,270.7431
264,101.4872
265,257.0099
266,347.0714
267,320.9129
268,88.7365
269,163.9295
270,167.3551
271,134.2155
272,332.7953
273,97.0533
274,197.8421
275,142.5943
276,250.2206
277,251.5417
278,51.6716
279,119.4718
280,209.4235
281,103.4133
282,333.1953
283,203.3233
284,102.6845
285,355.2420
286,65.3117
287,92.3859
288,363.7032
289,123.8795
290,89.1934
291,145.9805
292,73.8175
293,305.0211
294,330.6739
295,41.9891
296,342.6591
297,113.8070
298,270.5210
299,130.1543
300,273.8885
301,338.9587
302,212.9548
304,100.7641
305,297.4795
306,67.9388
307,85.5724
308,101.8299
309,338.7351
310,115.4184
311,267.6839
312,243.1677
313,126.6735
314,109.0778
316,184.3581
317,311.2152
318,140.4428
319,179.1086
320,129.4881
321,373.3174
322,401.8925
323,329.4310
324,146.7422
325,169.0526
326,246.1128
327,285.7354
328,402.7285
329,331.0404
330,423.7353
331,84.3113
332,102.6761
333,62.9425
334,138.9622
335,376.2170
336,315.4206
337,49.5807
338,106.8715
339,175.5207
340,320.5899
341,133.7946
342,350.6449
343,300.2475
344,172.3922
346,191.5439
347,122.3592
348,288.3927
349,220.3137
350,110.0797
351,283.3046
352,219.0945
353,132.7204
354,184.5561
355,89.7055
356,166.9085
357,101.7099
358,265.8980
359,297.7102
360,401.2789
361,120.4221
362,370.4917
363,75.2324
364,328.7221
366,114.7853
