id,limnsw(cm)
0,2.1543
1,1.5103
2,12.2185
3,5.8276
4,-0.0047
5,10.6493
6,8.8604
7,5.5775
8,9.7063
9,4.2012
10,1.6223
11,0.0126
12,11.3612
13,0.7351
14,7.1951
15,1.4000
16,5.6039
17,2.9892
18,6.0427
19,11.1638
20,18.3841
21,19.4134
22,3.6155
23,1.5726
24,18.3334
25,18.8954
26,2.9640
27,14.1472
28,16.8559
29,10.0346
30,3.0165
31,9.8302
32,9.0474
33,13.2153
34,15.4621
35,8.6796
36,17.9381
37,16.3811
38,7.2967
39,14.5717
40,5.0071
41,2.3464
42,7.5798
43,6.3458
44,11.9075
45,8.9262
46,3.6312
47,18.2864
48,19.2492
49,12.9153
50,22.4396
51,12.4223
52,6.0211
53,4.9874
54,15.9628
55,9.0534
56,6.8871
57,8.4707
58,9.2979
59,6.8879
60,7.9981
61,7.7104
62,7.4141
63,4.4587
64,2.9168
65,6.0154
66,6.7317
67,14.3175
68,6.2397
69,9.2769
70,10.7821
71,0.8920
72,15.3085
73,0.9740
74,6.9623
75,11.1612
76,5.7234
77,9.7222
78,9.3025
79,11.1457
80,5.6720
81,2.3504
82,11.6319
83,2.2101
84,16.4164
85,11.6555
86,4.1585
87,13.6634
88,3.5522
89,14.9847
90,13.6696
91,9.5527
92,6.7709
93,3.4500
94,17.2369
95,20.1761
96,0.5174
97,9.3564
98,5.0380
99,0.4548
100,9.4560
101,6.3689
102,4.5459
103,7.3396
104,8.0055
105,4.1303
106,9.5936
107,5.2607
108,7.5787
109,13.8906
110,13.5824
111,4.5902
112,12.5673
114,8.5183
115,15.6827
116,6.8003
117,8.4058
118,2.9804
119,9.1295
120,12.4001
121,21.1952
122,7.7290
123,5.7936
124,8.0522
125,9.3165
126,20.2286
127,3.0672
128,8.3838
129,15.1949
130,6.1755
131,2.8754
132,11.3038
133,4.6785
134,21.2406
135,7.3574
136,17.4867
137,11.7269
138,14.5200
139,8.6488
140,3.2309
141,17.5593
142,4.5035
143,1.2684
144,7.0000
145,14.8154
146,7.4247
147,7.1436
148,13.6345
149,4.9147
150,4.2645
151,16.4048
152,8.2448
153,11.3400
154,7.2072
155,15.8385
156,4.1609
157,7.8901
158,4.0220
159,5.2486
160,1.5792
161,12.4320
162,12.1029
163,16.9007
164,9.1182
165,6.1163
166,11.2466
167,12.1649
169,6.2463
170,0.7455
171,10.6872
172,11.7108
173,7.8629
174,10.5347
175,13.7164
176,4.3379
177,12.0847
178,17.7906
179,9.1580
180,13.5689
181,5.8190
182,4.0735
183,0.0288
184,8.9086
185,10.3801
186,11.4381
187,2.5732
188,13.1988
189,7.8769
190,12.3282
191,9.6179
192,4.8362
193,8.2965
194,6.3786
195,10.0379
196,3.3391
197,4.5881
198,3.6224
199,6.6295
200,5.4730
201,1.6093
202,8.1401
203,8.8209
204,7.0808
205,13.7922
206,2.9166
207,7.5586
208,3.7517
209,2.5362
210,8.0103
211,21.2905
212,9.6673
213,7.8302
214,13.5567
215,14.3785
216,7.0220
217,5.2816
218,11.1821
219,5.5752
220,5.4636
221,16.6416
222,-0.6966
223,8.0304
224,6.3218
225,6.0010
226,12.6776
227,7.6761
228,5.4302
229,7.1572
230,12.3305
231,22.5637
232,2.5113
233,12.6010
234,9.4362
236,2.5392
237,3.6561
238,15.1843
239,0.3976
240,17.9459
241,9.8714
242,11.6432
243,15.2129
244,8.1644
245,5.8925
246,13.1936
247,17.1023
248,5.8975
249,3.4891
250,15.7132
251,6.0392
252,4.8084
253,8.0765
254,8.7396
255,5.6333
256,5.1980
257,13.0213
259,7.6629
260,12.9959
261,7.8016
262,6.3393
263,2.0942
264,5.5162
265,9.5169
