id,limnsw(cm)
0,4.2829
1,3.7169
2,21.6727
3,11.2830
4,3.3581
5,15.0575
6,15.6952
7,10.5939
8,12.9801
9,6.6286
10,4.9541
11,1.1648
12,16.0955
13,4.6627
14,11.0536
15,3.4607
16,11.5027
17,4.6654
18,8.9709
19,14.3449
20,21.7853
22,5.9020
23,3.5187
24,25.6677
25,24.9244
26,4.8125
27,18.8492
28,21.4415
29,14.6670
30,7.0272
31,13.4812
32,14.9365
33,18.5355
35,14.3016
36,21.4598
37,24.9345
38,12.2437
39,22.7565
40,11.2348
41,4.9602
42,9.5612
43,12.6004
44,16.3065
45,13.4499
46,7.4662
49,19.5409
50,29.6245
51,15.2128
52,8.5037
53,10.1423
55,11.9079
56,14.3075
57,15.2244
58,15.6695
59,10.0721
60,9.9839
61,15.7390
62,13.1215
63,7.2176
64,7.0253
65,12.3070
66,9.0298
67,17.6559
68,8.6364
70,17.3029
71,2.5135
72,24.4132
73,1.9582
74,10.7334
75,18.5448
76,9.8672
77,16.6797
78,13.8937
79,14.9564
80,12.5691
81,4.4826
82,15.2314
83,5.9974
84,20.9646
85,14.2461
86,6.2560
87,23.2566
88,6.1326
89,17.8428
90,20.2310
91,13.2301
92,13.0956
93,7.1486
94,26.2136
95,25.9889
96,1.5085
97,16.3472
98,8.5199
99,2.0388
100,12.3349
101,11.0532
102,9.1268
103,9.7904
104,14.4655
105,8.4938
106,11.6110
107,9.0143
108,10.3688
109,17.1954
110,16.9574
111,9.2267
112,19.4920
114,12.3174
115,24.7004
116,9.7150
117,16.6204
118,6.8419
119,11.5079
120,16.1433
121,26.4609
122,12.8544
123,8.9532
124,13.0570
125,13.9300
126,25.5674
127,6.2272
128,12.9773
129,19.6995
130,8.5982
131,4.4965
132,14.3959
133,7.3636
134,25.4899
135,10.1852
137,16.6918
138,23.8469
139,15.8415
140,4.9530
141,22.4462
142,6.5650
143,3.1890
144,10.4962
145,18.6761
146,15.2100
147,9.9416
148,17.3301
149,7.0756
150,7.4553
151,24.5448
152,13.3973
153,19.9376
154,11.4541
155,24.3057
156,9.4287
157,15.7020
158,7.9330
159,11.5393
160,4.8847
161,17.1685
162,17.6490
163,24.0997
164,12.5765
165,10.7498
166,17.1680
167,16.3787
168,10.9738
169,10.7910
170,2.8901
171,13.7594
172,15.8214
173,10.1134
174,14.8634
175,21.9823
176,8.4325
177,14.2241
179,16.1508
180,20.3181
181,7.9342
182,8.5928
183,2.2053
184,14.1317
185,17.6641
186,13.4871
187,4.0323
188,22.6513
189,14.0101
190,14.1732
191,15.1442
192,10.3239
193,14.5315
194,10.4626
195,17.6440
196,7.6130
197,9.2511
198,6.5658
199,9.8158
200,12.4595
201,3.0022
202,15.0452
203,12.0740
204,9.4597
206,7.0705
207,13.5574
208,8.7118
209,6.2320
210,14.6846
211,24.8890
212,11.9048
213,11.2824
214,17.0274
216,12.3408
217,10.2265
218,13.5745
219,8.5994
220,9.9394
222,0.4451
223,11.4175
224,10.0506
225,10.2230
226,20.6971
227,14.7323
228,7.2394
229,9.9786
230,19.2078
231,26.7522
232,5.1969
233,20.1705
234,14.1713
236,4.9178
237,5.8245
238,20.9747
239,1.5762
240,25.0693
241,13.7430
242,16.0307
243,22.6872
244,13.8430
245,9.2644
246,20.7863
247,25.4483
248,8.0642
249,7.5299
251,8.1791
252,9.7878
253,14.5572
254,13.8885
255,8.9948
256,8.6757
257,14.7281
258,25.5580
259,13.1110
260,16.4177
261,12.0864
262,10.1155
263,7.2471
264,8.4764
265,13.9822
266,13.7705
267,11.7034
268,11.5485
269,12.1269
270,6.2149
271,12.0538
272,14.8014
273,10.5472
274,15.6476
275,8.5583
276,9.6281
277,10.0499
278,5.6933
279,7.1196
280,21.2290
281,22.3346
282,13.6838
283,12.1396
284,11.4262
285,12.6305
286,5.2107
287,9.3409
288,18.7380
289,19.8826
290,11.6532
291,11.1014
292,10.7572
293,13.0670
294,15.6868
295,1.7235
296,15.6889
297,9.9405
298,12.0998
299,10.6094
300,15.9963
301,21.8060
302,10.4942
304,8.5857
305,10.7241
306,8.9267
307,4.7632
308,16.6000
309,18.0183
310,6.8862
311,11.0213
312,15.2274
313,6.6040
314,15.8133
316,15.0776
317,12.5076
318,8.0547
319,6.6386
320,13.2555
321,19.8061
322,24.1596
323,18.6693
324,18.4991
325,17.5027
326,10.4290
327,15.9349
328,23.0836
329,9.8259
330,23.3132
331,8.8956
332,18.0352
333,6.7149
334,10.5931
335,13.2845
336,11.9793
337,4.4445
338,5.1086
339,13.3988
340,10.3904
341,7.0804
342,17.4392
343,13.9352
344,12.3510
346,16.4977
347,18.0826
348,23.2545
349,18.8845
350,5.1868
351,25.6507
352,6.7653
353,16.1327
354,11.8184
355,8.8615
356,4.1426
357,5.9238
358,10.2568
359,16.3891
360,23.6972
361,12.6581
362,19.6535
363,3.8938
364,13.2459
366,9.3043
367,28.8093
369,7.1863
370,15.4369
371,8.9096
372,4.3332
373,9.8126
374,9.1123
375,28.1335
376,8.4603
377,11.4222
378,20.1649
379,16.9041
380,9.7595
381,6.7432
382,13.6014
383,22.8070
384,12.0419
385,19.8992
386,13.9360
388,12.9605
389,9.3680
390,2.9083
391,21.3969
392,10.2904
393,11.4824
394,16.6320
395,15.5804
396,26.8461
397,22.3044
398,13.8859
399,11.4076
400,19.2244
401,24.9884
402,5.7649
403,8.6234
404,7.0985
405,20.6597
406,21.9587
407,8.6485
408,23.8831
409,7.5694
410,13.1736
411,16.2138
412,4.7337
413,7.3722
414,8.9979
415,8.6691
416,10.7213
417,10.1845
418,13.9437
419,18.8779
420,22.9655
421,9.4296
422,16.0016
423,13.3618
424,5.0970
425,14.9805
426,10.3381
427,5.2401
429,18.0961
430,21.8976
431,9.8816
432,6.9338
433,8.6964
434,9.0444
435,4.9518
436,12.4231
437,8.7246
438,7.2693
439,4.4030
441,25.7125
442,12.0071
443,10.0694
444,11.8246
445,11.4269
446,9.4238
447,7.3008
448,5.5128
449,11.6352
450,13.9727
451,14.5694
452,10.8424
453,14.9302
454,16.5449
455,11.2418
456,20.2172
457,7.7415
458,8.1415
459,12.3500
460,10.4825
461,3.8588
462,17.2301
463,0.6623
464,3.0535
465,13.1684
466,4.7207
467,0.9771
468,10.8753
469,18.2700
470,18.1546
471,16.1126
472,7.0842
473,8.4964
474,11.7105
475,15.6847
476,1.3927
477,17.3905
478,18.8576
479,11.7284
480,21.1016
481,21.4257
482,16.9076
483,13.9893
484,4.7475
485,6.0987
486,14.9447
487,10.8507
488,13.1534
489,17.0260
490,6.7401
491,10.2807
492,16.5996
493,10.2665
494,8.2569
495,3.2443
496,15.1461
497,17.0150
498,10.2094
499,11.6046
