id,limnsw(cm)
0,6.4640
1,4.9712
2,42.9254
3,17.0569
4,0.6611
5,31.7921
6,29.1796
7,16.1813
8,25.3494
9,8.5786
10,5.8355
11,-1.1656
12,26.3856
13,4.6245
14,23.1109
15,4.9796
16,20.9970
17,4.6670
18,16.6571
19,22.2992
20,35.9375
21,43.4651
22,5.5186
23,0.5256
24,43.0341
25,41.1968
26,6.7105
27,28.5421
28,44.5323
29,23.1722
30,9.3865
31,21.5157
32,24.9051
33,40.0875
34,32.6401
35,25.8098
36,36.9610
37,46.8644
38,20.2547
39,41.9106
40,18.9273
41,8.7089
42,12.8116
43,23.3664
44,29.5968
45,29.6192
46,9.8891
47,41.6901
48,43.4890
49,33.6337
50,51.3495
51,24.4591
52,16.9308
53,14.0732
54,32.6464
55,18.5258
56,26.3108
57,27.2645
58,25.5956
59,20.9766
60,14.9815
61,29.6476
62,20.2230
63,13.5410
64,7.8253
65,22.6009
66,11.6558
67,29.0096
68,12.4327
69,20.3240
70,30.3843
71,0.7938
72,49.3094
73,1.8366
74,22.7495
75,32.4553
76,15.5509
77,30.8783
78,20.6769
79,29.0613
80,22.0692
81,3.8309
82,25.4946
83,6.9517
84,34.6845
85,23.7089
86,6.7726
87,45.9099
88,10.5120
89,28.8637
90,36.5130
91,26.1783
92,22.9355
93,8.8141
94,48.9226
95,46.1658
96,0.0430
97,29.2629
98,11.2633
99,0.1636
100,18.2219
101,17.5743
102,14.7302
103,14.0764
104,24.0086
105,11.2825
106,18.3334
107,18.2109
108,16.5117
109,27.4073
110,27.4966
111,12.1454
112,34.1826
114,25.6757
115,45.5758
116,19.3459
117,31.0835
118,7.1060
119,16.6986
120,31.1385
121,42.9902
122,21.9150
123,14.1603
124,20.7336
125,20.9520
126,53.6337
127,11.8996
128,20.3172
129,30.7279
130,12.3236
131,3.9293
132,22.8655
133,12.7361
134,49.7779
135,21.1813
136,40.3100
137,27.5655
138,46.5725
139,29.7251
140,10.9297
141,44.7834
142,10.6964
143,0.5132
144,20.4818
145,32.1551
146,27.2760
147,14.9075
148,30.6080
149,9.5543
150,14.5494
151,48.4382
152,22.8012
153,39.5698
154,23.5697
155,48.3661
156,16.2343
157,28.6404
158,9.7296
159,19.2357
160,4.4809
161,37.2373
162,30.4201
163,43.0028
164,26.5722
165,15.0582
166,27.6151
167,29.1071
169,16.2043
170,2.4029
171,23.3540
172,24.8297
173,14.6027
174,31.4122
175,42.9244
176,11.3188
177,23.8249
178,33.1528
179,27.8201
180,36.8633
181,10.5363
182,12.8174
183,2.2358
184,22.4357
185,33.1973
186,25.0793
187,4.1197
188,43.5068
189,24.6042
190,22.2477
191,27.6375
192,14.1364
193,26.3010
194,20.8236
195,32.3821
196,9.4155
197,12.3706
198,12.5472
199,18.7111
200,20.7968
201,1.6997
202,26.8801
203,18.2052
204,14.0246
205,25.3222
206,7.7595
207,21.3156
208,13.3265
209,7.4656
210,26.7921
211,41.9616
212,17.0073
213,23.0555
214,28.0764
215,26.0373
216,18.3839
217,21.7721
218,21.7898
219,15.6190
220,15.2935
221,29.3460
222,-3.0969
223,23.7706
224,14.4235
225,15.3296
226,39.9078
227,24.8442
228,13.0469
229,14.2117
230,34.9439
231,51.8943
232,8.6951
233,38.5073
234,30.8278
236,8.0128
237,5.9950
238,46.1497
239,-0.6589
240,46.7151
241,19.6942
242,33.9260
243,43.0897
244,22.9626
245,15.0031
246,38.7699
247,47.8803
248,9.8983
249,8.8463
250,27.6871
251,10.6719
252,16.8930
253,26.2553
254,23.0330
255,17.8448
256,16.3379
257,24.4313
259,21.8834
260,27.0857
261,18.6551
262,13.7575
263,9.9958
264,12.0257
265,21.6350
266,23.4537
267,19.8660
268,17.3771
269,24.9120
270,7.4139
271,25.8512
272,24.4576
273,16.1198
274,34.9845
275,17.7931
276,13.3614
277,13.8319
278,6.2146
279,12.4923
280,44.7341
281,34.9190
282,29.8643
283,18.0467
284,17.5429
285,21.5683
286,4.5988
287,14.0973
288,36.0405
289,32.4894
290,17.2749
291,21.6655
292,14.8982
293,20.9556
294,25.2665
295,-2.1551
296,28.4501
297,15.7213
298,17.9637
299,20.1987
301,35.9067
302,15.3188
303,35.0921
304,15.3901
305,18.0989
306,13.5253
308,25.6224
309,30.4465
310,11.9724
311,16.1600
312,23.3552
313,13.2784
314,25.7967
316,32.3326
317,22.0002
318,11.1601
319,7.8114
320,25.7439
321,37.2089
322,43.8495
323,32.4626
324,34.3850
325,34.9636
326,17.6716
327,27.0062
328,41.6837
329,15.9700
330,43.5141
331,13.5771
332,27.3545
333,9.7065
334,20.6211
335,24.2449
336,20.2113
337,5.1038
338,8.6844
339,28.1301
340,17.3063
341,14.2499
342,29.5104
343,23.9658
344,27.4373
346,36.1270
347,29.5234
348,43.3368
349,29.7403
350,8.7480
351,44.1376
352,7.7767
353,26.7020
354,25.7860
355,12.2833
356,3.4072
357,10.1558
358,17.1611
359,26.8483
360,42.9486
361,20.2295
362,33.3834
363,6.9902
364,23.1384
365,44.7426
367,51.8561
369,10.8030
370,28.6585
371,16.7561
372,7.0805
373,14.2524
374,11.7217
375,53.9079
376,13.0370
377,18.2429
378,42.4173
379,28.8634
380,16.5527
381,7.5645
382,21.6338
383,40.4783
384,17.7549
385,36.7370
386,25.1492
387,26.0065
388,18.5301
389,13.6211
390,0.3683
391,36.6613
392,14.6321
393,24.1390
394,29.2746
395,32.2165
396,52.7301
397,39.6356
398,22.5123
399,19.5041
400,33.9686
401,51.5765
402,6.4166
403,12.8256
404,7.6440
405,39.6907
406,38.2416
407,11.8764
408,49.9421
409,12.0198
410,20.6043
411,27.7662
412,4.7571
413,10.6770
414,12.2631
415,11.7915
416,15.6309
417,14.3318
418,22.7746
419,37.6911
420,43.3682
421,14.3882
422,36.6936
423,20.0767
424,4.9776
425,30.0104
426,16.4726
427,4.0480
428,33.8311
429,31.9296
430,37.8691
431,17.6334
432,8.5460
433,11.7063
434,12.4479
435,3.6890
