id,limnsw(cm)
0,2.7614
1,2.0323
2,18.4625
3,8.4332
4,1.5553
5,11.9091
6,13.0528
7,8.7848
8,10.7621
9,4.6443
10,3.2002
11,0.0141
12,13.8400
13,3.0853
14,8.1823
15,1.9565
16,9.4300
17,3.3583
18,6.9404
19,11.8005
20,19.3519
21,20.5014
22,4.1059
23,1.7911
25,22.1531
26,3.4423
27,16.4762
28,18.2701
29,13.0459
30,5.5119
31,10.4558
32,11.8728
33,14.7752
35,12.1719
36,18.6663
37,22.3543
38,10.6297
39,20.0414
40,8.9725
41,3.0165
42,7.8854
43,10.2682
44,13.8069
45,10.4564
46,5.4018
47,19.7042
48,20.8047
49,17.2635
51,13.1765
52,6.7324
53,7.5212
54,16.8011
55,9.6555
56,11.7559
57,12.6931
58,12.3371
59,7.7337
60,8.4095
61,13.0059
62,10.2910
63,5.1864
64,4.8048
65,10.1927
66,7.0715
67,15.0997
68,6.7838
69,9.8020
70,14.0248
71,1.1266
72,21.3398
73,0.8393
74,8.0817
75,16.2239
76,7.4814
77,14.4393
78,11.5624
79,12.0661
80,10.0870
81,2.4551
82,12.3542
83,3.8723
84,18.5718
85,12.0832
86,4.6055
87,20.1884
88,4.1713
89,15.6587
90,17.9373
91,10.4334
92,10.7983
93,5.1945
94,23.1452
95,23.3469
96,0.6375
97,13.9259
98,6.7565
99,0.7340
100,9.9211
101,8.7620
102,7.4597
103,7.9994
104,10.7855
105,6.3947
106,10.0642
107,6.3738
108,8.2220
109,14.7255
110,14.1694
111,6.6903
112,17.0486
114,9.6476
115,21.7313
116,7.9818
117,13.7497
118,4.5195
119,9.8120
120,13.5691
121,23.6159
122,11.2679
123,7.8964
124,11.3283
125,11.6288
126,21.9802
127,4.0405
128,10.6877
129,17.8160
130,6.2506
131,2.9941
132,12.0916
133,5.9016
134,22.7218
135,8.2426
136,18.8097
137,13.9795
138,20.8191
139,13.3726
140,3.6295
141,19.0936
142,4.7962
143,1.4322
144,8.0767
145,15.3464
146,12.3455
147,7.6227
148,14.5542
149,5.3763
150,4.8910
151,21.5105
152,10.4724
153,17.1658
154,8.2407
155,21.6872
156,7.5358
157,13.0559
158,5.8377
159,9.3646
160,3.0375
161,14.0049
162,15.7663
163,21.8073
164,10.1296
165,8.3320
166,14.3202
167,15.1322
168,9.7052
169,8.5655
170,1.2184
171,11.3520
172,13.9512
173,8.2911
174,11.8548
175,19.5217
176,6.3861
177,12.8041
178,18.1084
179,13.8327
180,18.0465
181,6.0515
182,6.6718
183,0.3891
184,11.4787
185,15.1752
186,12.1867
187,2.9573
188,19.4978
189,11.7893
190,12.9175
191,13.2541
192,7.4700
193,12.4309
194,7.4115
195,14.8450
196,5.3003
197,6.8104
198,4.3297
199,7.3609
200,9.9151
201,1.8060
202,12.6560
203,9.3720
204,7.4734
205,14.3180
206,4.8521
207,10.5112
208,6.9079
209,4.3708
210,12.3463
211,22.2191
212,10.0337
213,8.9471
214,14.5476
215,14.7270
216,9.6071
217,8.6914
218,11.7539
219,6.3875
220,8.2935
221,16.6421
222,-0.7201
223,8.8800
224,8.2114
225,7.8637
226,18.1307
227,12.2349
228,5.7308
229,7.6928
230,16.8578
231,24.1630
232,3.0995
233,17.4544
234,10.8123
236,3.2094
237,3.7738
238,16.9257
239,0.4525
240,22.7212
241,12.0630
242,12.9252
243,20.1935
244,10.9095
245,7.6132
246,18.2617
247,22.9361
248,6.4657
249,5.2655
250,16.5646
251,6.3817
252,8.0832
253,12.3517
254,12.1782
255,6.5523
256,6.1405
257,12.8937
258,22.7912
259,11.1216
260,13.7867
261,9.8526
262,8.2202
263,5.2606
264,5.9740
265,11.8074
266,11.0613
267,9.4767
268,9.0347
269,9.3091
270,4.5687
271,9.9808
272,12.0616
273,8.3166
274,12.5869
275,6.2990
276,7.1376
277,7.6254
278,3.8859
279,4.7754
280,18.0218
281,20.4226
282,12.5556
283,10.2399
284,8.8318
285,10.0914
286,3.1567
287,7.2366
288,16.4675
289,17.1148
290,9.6833
291,8.4768
292,8.9620
293,10.4234
294,12.5879
295,0.2480
296,13.2444
297,7.4021
298,9.4907
299,8.3330
300,13.4235
302,8.5327
303,19.1788
304,6.5109
305,8.7867
306,7.2724
307,2.9904
308,14.3085
309,15.1563
310,4.3219
311,8.9070
312,12.9888
313,4.5250
314,13.5956
315,16.8856
316,12.0164
317,10.8422
318,6.8027
319,4.9006
320,11.2530
321,17.6721
322,21.6717
323,16.0478
324,16.4219
325,14.3235
326,8.8917
327,13.8034
328,20.2424
329,7.5209
330,20.2533
331,6.9068
332,15.9888
333,5.0107
334,8.1754
